u	v	y
1.0	0.0	-2.4492935982947064e-16
0.9993451121551054	0.030154714584978523	0.18025017967212595
0.9977813064333966	0.06026993084513397	0.3436840811299267
0.9953103693167374	0.09031826408104426	0.4870360976605253
0.9919349120036239	0.12027240140791605	0.6089638134060466
0.987658367703074	0.15010512658201763	0.7096531791591107
0.9824849881814924	0.17978934472923103	0.7904094833083632
0.9764198395659504	0.20929810695325582	0.8532758017420804
0.9694687974079973	0.23860463480111446	0.9007041401047324
0.9616385410127938	0.2676823445637485	0.9352907600506895
0.9529365470390214	0.2965048713896537	0.9595769781248523
0.9433710823756846	0.3250460931896815	0.9759100347469621
0.9329511963025795	0.35328015431133225	0.9863549719169066
0.9216867119418506	0.3811814889610852	0.992647136055293
0.9095882170086993	0.40872484435354733	0.9961752097651381
0.8966670538699449	0.4358853035664608	0.9979859268807878
0.8829353089197612	0.4626383080808848	0.9988033259082165
0.8684058012825364	0.48895967998616113	0.9990571789438437
0.8530920708534023	0.5148256438295898	0.9989168577561722
0.8370083656875893	0.5402128480910678	0.9983282325936144
0.820169628750343	0.5650983862632957	0.9970521874468108
0.8025914840397184	0.5894598175185249	0.9947039774531257
0.7842902220951354	0.6132751869431997	0.9907929851942756
0.7652827849051312	0.6365230453222515	0.984762510291543
0.7455867502282869	0.6591824684552151	0.9760291209296184
0.7252203153418346	0.6812330759867805	0.9640208820098054
0.7042022802329663	0.7026550497348278	0.948213527076146
0.6825520302483672	0.7234291514994717	0.9281634281164169
0.6602895182179841	0.7435367403371114	0.9035360950924918
0.6374352460695077	0.7629597892839772	0.8741289450438778
0.6140102459505113	0.7816809015141778	0.8398872376646472
0.5900360608756212	0.7996833259177629	0.800912376807863
0.56553472491653	0.8169509720848607	0.7574622002746454
0.5405287429530614	0.8334684246824868	0.7099433804157407
0.5150410700038968	0.8492209572111857	0.6588965806590023
0.48909509015594455	0.8641945451292307	0.6049754992980352
0.4627145951116901	0.8783758783326941	0.5489213273605423
0.43592376237420827	0.8917523729802849	0.49153440962072076
0.4087471330898382	0.9043121826524564	0.4336450016320199
0.3812095895688246	0.9160442088348937	0.3760849557208904
0.3533363325045189	0.9269381107171126	0.3196619592459169
0.3251528579119906	0.9369843142975258	0.26513761918723533
0.29668493380715677	0.9461740207869681	0.2132102791201138
0.26795857664775996	0.9544992143033154	0.16450301314571963
0.23900002755772864	0.961952668850479	0.1195568100664252
0.20983572835665318	0.9685279545757114	0.0788285770134945
0.18049229741627296	0.9742194432998184	0.04269328190369841
0.15099650536601306	0.9790223133155378	0.011449334208176778
0.12137525066975319	0.9829325534500132	-0.01467382169110495
0.09165553509610168	0.9859469663879586	-0.03550696120742241
0.06186443910454997	0.9880631712527912	-0.05093219855101443
0.03202909716994278	0.9892796054436801	-0.06087487713385645
0.002176673067745253	0.9895955257271388	-0.06529698041117828
-0.027665664857375913	0.989011008582471	-0.06419262012880553
-0.057470768417148696	0.9875269498010525	-0.05758594593575881
-0.08721153427695796	0.9851450633401189	-0.04553159722130809
-0.1168609286023128	0.9818678794324024	-0.02811759392895042
-0.146392011632105	0.9776987419536359	-0.005470346176264092
-0.17577796215631988	0.9726418050506247	0.022238738894830534
-0.20499210187596034	0.9667020290332489	0.05478575112541182
-0.23400791962306133	0.9598851755344383	0.09188671104380058
-0.2627990954188045	0.9521978019428151	0.13319087490884945
-0.29133952434789867	0.94364725511337	0.1782758750098964
-0.3196033402275791	0.9342416643621868	0.22664561955281537
-0.3475649390497535	0.9239899337518793	0.2777317570763268
-0.3751990021750607	0.9129017336750523	0.3308993089792373
-0.4024805192578243	0.9009874917437285	0.38545679605906324
-0.4293848108811463	0.888258382993316	0.44067084580707017
-0.45588755088165844	0.8747263194103095	0.4957848907231043
-0.4819647883437321	0.8604039387935295	0.5500411861791318
-0.5075929692432678	0.8453045929593102	0.6027050264142005
-0.5327489577215001	0.8294423353016358	0.6530897568083963
-0.5574100569696087	0.8128319077188081	0.7005810030024917
-0.5815540297052856	0.7954887269188019	0.7446584866183803
-0.6051591182227812	0.7774288701160261	0.7849138836476586
-0.6282040639983559	0.7586690601327541	0.8210633994134563
-0.6506681268334745	0.7392266499190263	0.8529540617496314
-0.6725311035185043	0.7191196065053456	0.8805631364605383
-0.6937733460001237	0.6983664944030131	0.9039905020657556
-0.7143757790361082	0.6769864584674243	0.9234442374036917
-0.7343199173216334	0.6549992062401462	0.9392200330088912
-0.7535878820717177	0.6324249897860652	0.9516753027474525
-0.7721624170449369	0.6092845870423298	0.9611990286189906
-0.7900269039940494	0.5855992826962713	0.9681784194962624
-0.8071653775297026	0.5613908486098981	0.9729634229058833
-0.8235625393839312	0.5366815238089604	0.9758300335579873
-0.8392037720607084	0.5114939940549779	0.9769432423574034
-0.8540751518613708	0.4858513710189967	0.9763204228962575
-0.8681634612733229	0.4597771710761889	0.9737960199149635
-0.8814562007109972	0.433295293740747	0.968988643807918
-0.8939415995986477	0.4064299997608607	0.9612721345025541
-0.905608626785161	0.3792058888938346	0.9497528654015153
-0.9164470002816721	0.3516478773817188	0.93325651177747
-0.9264471963134028	0.3237811751480681	0.9103286621008647
-0.9356004576777548	0.29563126273670565	0.8792548984688048
-0.9438988014013415	0.2672238680135783	0.838107128080543
-0.9513350256892686	0.2385849426530095	0.7848237318499018
-0.9579027161606269	0.20974063842984336	0.7173311279010216
-0.9635962513648144	0.18071728333912954	0.6337131555712291
-0.9684108075739598	0.1515413575651594	0.5324317474984532
-0.9723423628473767	0.12223946932179076	0.41259718041623655
-0.9753877003646506	0.09283833058609621	0.2742784443075671
-0.9775444110246184	0.06336473274746915	0.11883394428390423
-0.9788108953081776	0.03384552219438998	-0.05076960625394982
-0.979186364403528	0.004307575861090498	-0.22969533722494306
-0.9786708405931219	-0.02522222324360301	-0.41108831253392253
-0.9772651569022736	-0.05471701050297458	-0.5861056347864199
-0.9749709560100469	-0.08414996413239058	-0.7441876974933895
-0.971790688423716	-0.11349432957032145	-0.8736209854633173
-0.9677276099187574	-0.14272344379822252	-0.9624155164078471
-0.9627857782470081	-0.1718107595671655	-0.9994773872156545
-0.9569700491162797	-0.20072986950921545	-0.9760014009535791
-0.9502860714453888	-0.22945453011165035	-0.8869469285550631
-0.9427402818992183	-0.2579586855322539	-0.7324026811337004
-0.9343398987090754	-0.2862164912340786	-0.518606727135259
-0.9250929147842644	-0.3142023374182353	-0.2583814182795767
-0.9150080901214358	-0.3418908722334616	0.02921935801035264
-0.9040949435189037	-0.36925702474144023	0.32016607719741397
-0.8923637436037594	-0.39627602761706315	0.5875970395094855
-0.8798254991802305	-0.42292343956308276	0.8046761506546898
-0.8664919489083451	-0.4491751674188723	0.9478355989371967
-0.8523755503225713	-0.47500748794329745	0.9999533938906399
-0.8374894682006973	-0.5003970692519942	0.9529632322856413
-0.821847562293803	-0.5253209918897003	0.8094319918418906
-0.805464374428756	-0.549756769518594	0.5827726318528925
-0.7883551149952219	-0.5736823692039787	0.2959699766831435
-0.7705356488297503	-0.597076231279003	-0.0210536820450493
-0.7520224805100201	-0.619917288770518	-0.3350669950349079
-0.7328327390728792	-0.6421849863685665	-0.6136076426252044
-0.7129841621703228	-0.6638592989224208	-0.8288876136594325
-0.6924950796780582	-0.6849207494465366	-0.9609419676654042
-0.6713843967718028	-0.7053504266202281	-0.9995835416209979
-0.6496715764869391	-0.7251300017653457	-0.9449462621555571
-0.6273766217776076	-0.7442417452867186	-0.8066456476065675
-0.6045200570917759	-0.7626685425606191	-0.6018058858211773
-0.5811229094792565	-0.780393909257008	-0.3523574229795609
-0.5572066892500502	-0.7974020060818552	-0.08207460058017753
-0.5327933702008167	-0.8136776529263491	0.18620159277109732
-0.5079053694276341	-0.8292063424103632	0.4328073203305072
-0.48256552674360786	-0.8439742528080966	0.6427570650739141
-0.456797083720209	-0.8579682603443843	0.8064413685695924
-0.43062366237158334	-0.8711759508507381	0.9195893161006996
-0.4040692435013758	-0.8835856307707729	0.9826546510449616
-0.3771581447319193	-0.8951863375052707	0.9998296107900412
-0.34991499823591105	-0.9059678490877371	0.9778934298476705
-0.3223647281909791	-0.9159206931819145	0.925073209382749
-0.29453252797775964	-0.9250361553933484	0.8500469075435694
-0.2664438371423503	-0.933306286887719	0.7611645664147028
-0.2381243181442143	-0.9407239113092887	0.6659147475456652
-0.20959983291077117	-0.9472826309934608	0.5706247823595697
-0.18089641922010594	-0.9529768324680787	0.4803582963594486
-0.15204026693335948	-0.9578016912387571	0.39896095078905935
-0.12305769409849647	-0.961753175854181	0.32920298839805534
-0.09397512294724909	-0.9648280512479687	0.27297171631623046
-0.06481905580714135	-0.9670238813543567	0.23147533258828973
-0.03561605095053607	-0.9683390309956238	0.20542894029787825
-0.006392698402726276	-0.9687726670398357	0.19520247467902002
0.022824404268898413	-0.9683247588281599	0.20091772228667557
0.052008676162563834	-0.9669960778716586	0.2224874804733281
0.08113357722467528	-0.964788196818141	0.25959455419640576
0.11017263238521388	-0.9617034876903137	0.31161239251645706
0.13909945562405127	-0.9577451193971344	0.3774735180972537
0.16788777394626858	-0.9529170545209341	0.45549720821558204
0.19651145124471175	-0.9472240453835304	0.5431945820975959
0.22494451202812588	-0.9406716293952097	0.6370773096277548
0.2531611649932897	-0.9332661236911083	0.7325049103519444
0.28113582641979423	-0.9250146190601704	0.823613618438393
0.3088431433662239	-0.9159249731724965	0.9033748247218975
0.33625801664672256	-0.9060058031115397	0.9638303430127783
0.3633556235671006	-0.8952664772182369	0.9965421934950641
0.3901114403999235	-0.8837171062547731	0.9932738265265593
0.4165012645781913	-0.8713685338963155	0.9468868270602069
0.44250123658755786	-0.8582323265596401	0.8523937894906863
0.4680878615372693	-0.8443207625781862	0.7080592101194807
0.4932380303903323	-0.8296468207336615	0.5163943933308935
0.5179290408337115	-0.8142241681549073	0.2848607253533967
0.5421386177697387	-0.7980671475952875	0.026090270287447558
0.5658449334102071	-0.781190764100454	-0.24253659653144422
0.5890266269550412	-0.7636106710788692	-0.5000455049048443
0.6116628238378128	-0.7453431557880019	-0.7237356661852619
0.6337331545207355	-0.7264051242496731	-0.891612134630877
0.6552177728222541	-0.7068140856084861	-0.9851052686457368
0.6760973737607049	-0.6865881359478424	-0.991700296305552
0.6963532108980324	-0.6657459415784708	-0.9070567488345633
0.715967113167971	-0.6443067218149172	-0.7362295435514618
0.734921501173592	-0.6222902312558714	-0.4937145596306795
0.7531994029395936	-0.5997167415846829	-0.20221753288097502
0.7707844691052429	-0.5766070229068029	0.10974477128292172
0.7876609875443438	-0.5529823246413612	0.4110991816713652
0.8038138973991878	-0.5288643559844334	0.6718611625626724
0.8192288025159414	-0.5042752659619694	0.8666339102300594
0.8338919842694966	-0.47923762309070184	0.9774518728915856
0.8477904137663579	-0.4537743946657276	0.9955772123689945
0.8609117634147283	-0.42790892569373706	0.9220412707655652
0.873244417851513	-0.4016649174912494	0.766933104864215
0.8847774842165683	-0.37506640596745644	0.5476315022960816
0.8955008017651201	-0.3481377396115587	0.28632019768375355
0.9054049508098663	-0.3209035572047871	0.007196900978105566
0.9144812609849108	-0.2933887652774785	-0.26621895877498286
0.9227218188242883	-0.26561851533184927	-0.5133455653836032
0.9301194746484654	-0.23761818085128478	-0.7181440337653845
0.9366678487528333	-0.20941333411717739	-0.8699772586577571
0.9423613368928614	-0.18102972285446342	-0.9637491079129368
0.9471951150611978	-0.15249324672722642	-0.9994425056426225
